number,href,title,ingredients,preparation
648,https://veganuary.com/recipes/festive-yuletide-log/,Festive Yuletide Log,"140 g Self Raising Flour
30 g Cocoa Powder
1 tbs Cornflour
1/2 tsp Bicarbonate Soda
1/2 tsp Baking Powder
1/4 tsp Salt
125 g Caster Sugar
235 ml Soy milk
1 tsp Red Wine Vinegar
120 ml Sunflower Oil
1 tsp Vanilla Extract tsp
1,000 g Icing Sugar
30 g Cocoa Powder
250 g Vegan Butter
2 tbs Soya Milk
125 g Black cherry jam","Method
1. For the swiss roll. Preheat your oven to 160C Fan/Gas 3. Line a shallow baking tray approximately 30cm x 20cm with greaseproof paper.
2. Sift the flour and cocoa powder into a large bowl, then add the cornflour, bicarbonate of soda, baking powder, salt and sugar and stir together.
3. Pour the milk, vinegar, oil and vanilla extract into a jug and whisk until combined.
4. Add the milk mixture to the flour mixture and stir well with a light hand, be careful not to overwork the batter then pour into the prepared baking tray and bake in the oven for approximately 25 minutes until cooked through and a skewer comes out clean.
5. Meanwhile for the buttercream. Add the icing sugar, cocoa powder and the butter into a food processor and blitz together. Add the soya milk, a little at a time until the buttercream starts to combine and is smooth. You want a medium to firm texture. Split into two bowls.
6. Once the cake is cooked. Leave to cool for around 5 minutes and then carefully roll into a swiss roll shape, keeping the greaseproof paper on. When cooled after around half an hour, gently unroll the log and spread with black cherry jam followed by half of the buttercream. Once again carefully re-roll the cake this time carefully removing the greaseproof paper as you roll. Once rolled, place the log on a piece of clingfilm and roll tightly and place in the fridge to chill until needed, you could actually freeze the cake at this stage for half an hour.
7. To assemble. Remove the cling film from the swiss roll and cover the outer swiss roll with the remaining buttercream. We use a piping bag for this and pipe lines down sides of the roll then use a fork to create a textured log effect.
8. Sprinkle with icing sugar and serve.
NOTES
1. You could use holly, sprinkles or vegan edible decorations for garnish, Christmas is the occasion to go all out with your decorating.
2. For ease you could just use jam inside the yuletide log and buttercream the outside only."
658,https://veganuary.com/recipes/oaty-cranberry-and-coconut-crumbles/,Oaty Cranberry and Coconut Crumbles,"75 g Flora Freedom (or alternative)
1 tbsp golden syrup
75 g light soft brown sugar
75 g self raising flour
50 g porridge oats
25 g desiccated coconut
25 g dried cranberries","Method
Preheat oven to 180 C, 160 C fan, Gas mark 4.
Melt together Flora Freedom and golden syrup in a basin over a pan of simmering water.
Remove from heat and stir in the remaining ingredients.
Place heaped teaspoons of the oat mixture on to a baking tray lined with parchment or baking paper.
Bake in centre of preheated oven for 12-15 minutes until light golden in colour.
Leave to cool on the baking tray before transferring to a cooling rack to cool completely.
Store in an airtight container."
748,https://veganuary.com/recipes/banana-vanilla-choc-chip-ice-cream/,Banana Vanilla and Choc-Chip Ice Cream,"3 frozen bananas
1 tbsp non-dairy milk
1 tsp coconut butter
1/2 tsp vanilla extract
Generous handful of dark chocolate chips","Method
Put the bananas in the freezer at least 4 hours in advance.
Throw the (peeled) frozen bananas into the blender along with the non-dairy milk, coconut butter and vanilla extract and then blend until smooth.
Add in the choc-chips and stir by hand and serve.
Did you like this recipe? Check out our double chocolate vegan ice cream too!"
838,https://veganuary.com/recipes/chocolate-dipped-maple-meringues/,Chocolate Dipped Maple Meringues,"For the maple meringues:
Chickpea brine drained from 1 can of chickpeas - approximately 1 cup of liquid
3/4 Grade B Maple Syrup
1 tsp vanilla bean paste
1/4 tsp cream of tartar
For the chocolate dipping:
50g dark chocolate (70%)
1 tsp coconut oil","Preparation
Preheat the oven to 200f.
Line two baking trays with parchment paper or silpat mats.
I had some extra meringue mixture leftover so I mixed it up with some raw cacao powder and drizzled through some of the chocolate dip and froze it! Chocolate ice cream!
Method
First reduce the chickpea brine. Pour it into a saucepan and boil for 2-3 minutes until reduced 2/3 of a cup. Set aside to cool for at least ten minutes. Once the brine is cool, add it to the stand mixer and beat on high until foamy. Once soft peaks form, add the cream of tartar. Beat for 3 minutes. Start adding the maple syrup in 1/4 cup increments, pouring slowly and beating until fully incorporated. The meringue will form stiff peaks. Beat in the vanilla bean paste. Spoon the mixture into a piping bag and pipe the meringue into medium sized rounds. Repeat until there is no more space on the trays. Bake the meringues in the oven for 2 hours. Remove the trays from the oven and allow the meringues to cool for 20 minutes. Whilst the meringues are cooling, prepare the chocolate dip. In a heat proof bowl over a pan of boiling water, melt the chocolate and coconut oil, stirring to incorporate. Once the meringues are cooled, carefully peel them off the paper and dip half of each into the chocolate mixture. Store in an airtight container in the fridge."
1308,https://simple-veganista.com/chocolate-stout-crinkle-cookies/,VEGAN CHOCOLATE STOUT CRINKLE COOKIES,"1 cup flour (spelt, whole wheat pastry flour or unbleached all-purpose)
1/4 cup 100% cocoa powder
2 teaspoons baking powder
1 teaspoon espresso powder, optional*
1/2 teaspoon mineral salt
1/4 cup sugar (coconut, pure cane or date)
12 ounces good quality dark chocolate (60% + cocoa or semi-sweet chips, or a combo)
1/3 cup coconut oil
1/2 cup chocolate stout (at room temp)
2 teaspoons vanilla extract
2 flax eggs (2 tablespoons flax meal + 5 tablespoons water)
1 cup organic powdered sugar, for rolling","Instructions Flax egg: Start by mixing the flax eggs. In a small bowl, combine flax meal with water and let set for about 10 minutes. It will become gelatin like in the meantime.
Combine dry ingredients: In a bowl add the flour, cocoa powder, baking powder, salt, espresso powder and sugar, mix until well combined. Set aside.
Melt Chocolate + Oil:
Saucepan: In a saucepan over low heat, add chocolate and coconut oil, cook, stir frequently until mixture begins to melt, then stirring constantly until it is completely melted. Add beer and stir.
Microwave: In a microwave safe bowl add the chocolate and coconut oil. Microwave on high for 20 seconds, stir and repeat until melted. Don't over heat or the chocolate will seize. Add beer and stir.
Add remaining wet ingredients: Add the flax eggs and vanilla to the chocolate and stir until well combined.
Combine the wet & dry ingredients: Add the wet ingredients to the dry ingredients and stir until just combined, some lumps are OK.
Chill: Cover and refrigerate until the dough has set, about 3 hours and up to 36. Overnight refrigeration is recommended.
Prep: Preheat oven to 350 degrees F. Line a baking sheet with parchment, silpat or lightly grease with coconut oil. Place powdered sugar in a small bowl.
Scoop and roll: Using a cookie dough scoop or ice cream scoop, make balls just a bit smaller than golf balls, roll into shape with your hands. Place dough balls into powdered sugar, roll until well coated. Place sugared cookies on prepared cookie sheet.
Bake: Place in the oven and bake for 8 - 10 minutes or until edges have set.
Makes 24 cookies.
Store cookies in a loosely covered container for 3 - 4 days.
Notes:
*You won't experience much of a difference if you don't use any espresso powder and will still have a winning cookie.
RECOMMENDED EQUIPMENT: I love my Silpat or these parchment liners for lining this rimmed baking sheet (affiliate links). For more of my favorite cooking tools, shop my kitchen essentials!"
1338,https://simple-veganista.com/best-ever-chocolate-shakea-la-vegan/,Best Vegan Chocolate Milkshake,"3 frozen, sliced bananas or 2 cups non-dairy vanilla ice cream
1 cup unsweetened almond milk (or coconut, oat, cashew, soy, etc.)
2 tablespoons cacao/cocoa powder
1 teaspoon vanilla
1 pitted date (or 1 Tbsp pure maple syrup), optional
1/2 teaspoon cinnamon, optional
To serve, optional
non-dairy whipped cream
shaved chocolate or cacao nibs
chocolate syrup
fresh strawberries or cherries","Instructions Place everything in blender, blend away until combined.
Serve in frosted glasses with optional toppings or simply enjoy as is!
Serves 2"
1358,https://simple-veganista.com/vegan-chia-cornbread/,SWEET CHIA CORNBREAD,"1 cup organic cornmeal (fine, medium or course grind)*
1 cup flour (spelt, whole wheat pastry, or all-purpose gluten-free flour)
1/3 cup pure cane sugar
1 tablespoon baking powder
1/4 teaspoon salt
2 tablespoons chia seeds
6 tablespoons water
1 cup unsweetened almond milk
juice of 1/2 lemon or 1 tsp apple cider vinegar
1/4 cup oil (coconut oil, melted or extra light flavored olive oil)","Instructions Preheat oven to 400 degrees F. Lightly grease an 8 or 9-inch square baking pan.
Prepare a vegan buttermilk by mixing the almond milk with the lemon or vinegar and set aside.
Mix the chia seeds with the water, set aside. Let these set for 10 minutes.
Combine all dry ingredients in medium size bowl. Add milk, oil, chia seed mixture and combine making sure to break up any lumps of chia seeds. Pour batter into greased baking pan or dish. Bake for 25 minutes. Test by inserting a toothpick, if it comes out clean it's ready.
Makes 9 slices
NOTES:
*All grinds of cornmeal work great here. I've tried them all and they all hold up well. For maximum texture use course grind.
You could also add in 1 cup canned, fresh or thawed corn to the mix.
For a spicy kick, add 1 diced jalapeno, leave a few seeds for extra heat."
1378,https://simple-veganista.com/vegan-peanut-butter-cookies/,VEGAN PEANUT BUTTER COOKIES,"1 cup natural peanut butter (270g), creamy or crunchy (or almond butter)
1 cup coconut sugar or pure cane sugar* (192g)
6 tablespoons almond milk, room temp
2 teaspoons vanilla extract
1 cup flour (120g), spelt, unbleached all-purpose, almond flour, or 1-1 gluten-free blend
1 teaspoon baking soda**
generous pinch of mineral salt (only use if nut butter is unsalted)","Instructions Preheat the oven to 350 degrees F. Line a cookie sheet with silicone mat, parchment paper or leave ungreased.
Make the dough: In a large bowl, add the peanut butter and sugar and mix until creamy. Stir in the almond milk and vanilla. Next, add the flour, baking soda, and salt, mix to combine. The dough will be tough to stir, using your hands to mix it together will be easier.
Roll and flatten: Using a 1.5 tablespoon scooper, scoop out the dough and roll into balls, about 1 1/4 inch. Place the balls of dough about 2 1/2 inches apart on a baking sheet. Using the back of a fork, flatten in a crisscross pattern. Optionally, sprinkle with sugar or coarse salt.
Bake: Place in the oven and bake for 10 - 13 minutes (13 minutes will yield a crispier cookie that's tender inside). Let cool a few minutes, transfer cookies to wire rack and repeat with remaining dough.
Makes 20 - 24 cookies.
Store: Cookies can be stored in an airtight container on the counter for 5 days. They do well loosely covered on the counter for 2 - 3 days as well. To keep longer, store in the refrigerator for up to 2 weeks.
To freeze: Let cookies cool completely, store in freezer safe container for up to 2 months."
169,https://veganuary.com/recipes/healthy-chocolate-orange-truffles/,Healthy Chocolate Orange Truffles,"- 1 cup pitted dates
- ? cup almonds
- 1 scoop raw cacao PERFORM or dark chocolate Vegan Protein
- 1 tbsp almond butter
- 2 tbsp cacao powder, plus 1 tbsp for dusting
- Zest of 1 medium orange
- 2 tbsp orange juice (from an orange)
- Pinch of salt","Method
1. Blend the almonds in a food processor (or high-speed blender) until fine.
2. Add remaining ingredients to the food processor (apart from the extra 1 tbsp of cacao for dusting)
3. Roll into balls and roll in the additional cacao on a plate until fully coated.
4. Enjoy straight away for a softer texture or refrigerate for a couple hours first to allow them to firm up."
259,https://veganuary.com/recipes/ferrero-caramels/,Ferrero Caramels,"20 medjool dates - remove stones
2 tbsp almond butter
half a cup of almonds
3 tbsp of agave or maple syrup
4 tbsp cacao powder
2 tbsp coconut oil in solid form
1/8 tsp vanilla powder (optional)","Preparation
Makes 5 - 6 balls.
Method
Whizz up the almonds in your food processor to break them up into small pieces. Add 15 of the dates and 1 tbsp cacao powder. Process until sticky dough is formed.
Remove the mixture from your processor and put in the freezer for 15 minutes to harden up a bit.

Soak the remaining dates in boiled water for 5 minutes to soften.

Drain them, keeping a drop of the water and then using a hand blender, blend them up until smooth. Add the almond butter and optional vanilla powder. Give it a good mix. Get the mixture out of the freezer and roll into small balls, then flatten out. Put a dollop of the caramel mixture in the middle and fold the sides up around it. Make a lid with another bit of the 'dough' and put it on top of the caramel. Gently smooth it around and roll into balls using your hands. Repeat until you have used everything up. Put back in the freezer for an hour. Melt the coconut oil on a low heat. Using the maple syrup, 3 tbsp cacao and coconut oil, mix it all up to make chocolate. Take your balls out of the freezer and coat them in the chocolate. Put back in the freezer for 5 minutes for the outside chocolate to set."
269,https://veganuary.com/recipes/instant-raw-crumble/,Instant Raw Crumble,"2 apples
2 handfuls blueberries
1 handful pecans
1 handful hazelnuts
1 handful almonds
1 handful quinoa flakes (be sure to use flakes not the usual seed)
1 handful dates (remove stone)","Method
Cut and core the apple. You don't need to peel it.
Put the apple and the blueberries in the chopper attachment of a hand blender or food processor.
Blend till smooth-ish. Put into serving bowls.
Put all of the nuts into the blender and blitz till they are crumbs.
Add the dates and blitz again until the dates are very small pieces.
Add the quinoa flakes and blitz for a few seconds.
Pour this mixture on top of the fruit."
289,https://veganuary.com/recipes/gluten-free-brownies/,Gluten-free Brownies,"1 cup of dates
1 cup of raw almonds
1/2 cup of cocoa powder
1/2 cup ground almonds
45g chopped dark chocolate (sugar free)
1/2 cup of raw walnuts
2 tbsp maple syrup
2 tbsp milled chia seeds mixed with 3 tbsp water (or use flax seeds)","Preparation
Method
Preheat the over to 180C and line a baking tray with greaseproof paper.
In a saucepan add the dates and cover with water, cook down for 10-15 minutes on a medium heat until soft and gooey. Into the blender add the whole almonds and blitz for 30 seconds. Add the cocoa power, ground almonds, dark chocolate and walnuts and blitz together until the walnuts are chopped up. In a small bowl mix together the milled chia seeds and mix with water. Add to the blender along with the maple syrup. Once the dates have boiled down add to the blender and mix everything together. Spread the mixture evenly in the baking tin and bake for 15 minutes. Leave to cool in the tray and once cooled cut into squares. Keep in the fridge."
309,https://veganuary.com/recipes/super-simple-brownies/,Super Simple Brownies,"50g ground almonds
10g pea protein powder
1 tsp vanilla extract
20g dried cranberries (optional)
50g chopped medjool dates
2 tsp agave or rice syrup
100g melted dark chocolate","Method
Mix the following together in a bowl or blend in a food processor: ground almonds, chopped medjool dates, pea protein, agave or rice syrup and vanilla extract. Melt the dark chocolate and add in the cranberries. Form onto a tray to set for 20 mins.
Slice into 6 pieces and serve."
329,https://veganuary.com/recipes/chocolate-peanut-butter-cups-toasted-coconut/,Chocolate Peanut Butter Cups with Toasted Coconut,"? -1 cup ground up pecans
? cup of toasted coconut (sweetened or unsweetened)
? cup vegan butter
? -1 cup of natural peanut butter (crunchy or smooth)
200g dark chocolate
? cup of nuts or extra coconut for the tops","Method
Put the pecans into a food processor and pulse until it resembles graham cracker crumbs.
In a pan, toast the coconuts on medium heat. Keep an eye on this as they can go from golden brown to black quickly if you are not watching. Stir the coconut around every so often to get even browning. Transfer to a bowl once browned.
Melt the vegan butter over medium heat in a small pot. Stir in the peanut butter, ground pecans, and toasted coconuts. Mix well and then remove from heat.
In a muffin tray (with liners or without - without requires you to use a knife to pop them out later but still works) add 2 tablespoons of the mixture into each cup.
In a glass microwave safe bowl, melt the dark chocolate. Spoon over each one of the cups evenly.
Sprinkle nuts or coconut over the top. (you could even mix it in with the chocolate first!)
Now place the tray into your freezer for 2 hours to set.
After 2 hours remove from the freezer and remove the peanut butter cups! They can be kept in the fridge and eaten right away. I usually wait 5 minutes from when they are taken from the freezer before diving in!"
359,https://veganuary.com/recipes/chocolate-mousse-trio/,Chocolate Mousse Trio,"Mousse 1 - thyme and sea salt:
1 avocado
50g dates
1T cacao powder
1/2t fresh thyme leaves
1/4t sea salt
Mousse 2 - coffee and pistachio:
1 avocado
70g dates
1T cacao powder
1t freeze dried coffee granules
1T pistachios
2 cardamom pods
Mousse 3 - raspberry and almond:
1 avocado
50g dates
1T cacao powder
1/2t almond essence
a handful of frozen raspberries","Method
Mousse 1 - thyme and sea salt
Soak the dates in boiling water for 5 minutes, discard the water
Blend the avocado using a hand blender till smooth
Add the dates and blend again, you may have to move the blender up and down to get a smooth consistency
Add the cacao and the thyme, blend again
Pour into a serving dish, sprinkle with the sea salt and decorate with more thyme leaves
Mousse 2 - coffee and pistachio
Soak the dates in boiling water for 5 minutes, discard the water
Blend the avocado using a hand blender till smooth
Add the dates and blend again, you may have to move the blender up and down to get a smooth consistency
Add the cacao and the coffee, blend again
Grind the cardamom in a pestle and mortar
Add the pistachios to roughly grind them
Put 1/2t of the nuts aside for the topping
Add the rest of the nuts to the mousse and mix well
Pour into a serving dish, sprinkle with the remaining pistachio cardamom mixture
Mousse 3 - raspberry and almond
Soak the dates in boiling water for 5 minutes, discard the water
Blend the avocado using a hand blender till smooth
Add the dates and blend again, you may have to move the blender up and down to get a smooth consistency
Add the cacao and the almond essence, blend again
Pour into a serving dish, scatter the raspberries and push them down into the pudding"
399,https://veganuary.com/recipes/peach-pastries-danish/,Peach Pastries Danish,"For the Custard Filling
250ml plant milk (oat is best)
1/2 tsp vanilla bean paste
50g icing sugar
30g corn starch
pinch turmeric powder
20g vegan butter
For the Peach Halves
3 peaches (or six canned peach halves)
For the Pastries
375g pack pre-rolled puff pastry (make sure it's plant-based)
4 Tbsp plant milk
1 tsp vegetable oil
? tsp agave syrup (or maple syrup)
For Finishing
80g icing sugar
3 tsp plant milk
5 Tbsp unsalted pistachios, roughly chopped","Method
To Make the Custard
In a small saucepan, combine 200ml of the plant milk, vanilla bean paste, and icing sugar. Whisk well to combine and place over a low heat.
Place the remaining 50ml of plant milk in a small bowl and add the cornstarch and turmeric powder. Whisk well until smooth and no lumps remain.
Gradually whisk the cornstarch mixture into the warmed plant milk. Keep whisking constantly over low heat until the mixture thickens dramatically. Once thickened, leave the mixture to bubble a couple of times before removing from the heat and vigorously whisking in the vegan butter.
Pour the custard into a baking tray (this will allow it to cool more quickly) and cover with cling film, making sure the film is making contact with the surface of the custard.
Once cooled to room temperature, refrigerate the custard for a minimum of 20 minutes.
To Peel the Peaches
If using fresh peaches rather than canned, fill a large bowl with ice cold water.
Place a medium saucepan over medium heat and bring to the boil. Once boiling, remove the pan from the heat and carefully drop the peaches into the water. Leave them there for maximum three mins or until the skins start to split.
Use a slotted spoon to remove the peaches from the hot water and put them straight into the cold water to stop them from cooking.
The skin should slip off easily, but if not, you may need to use a vegetable peeler to start the process.
Once peeled, halve the peaches and remove the stones. Set aside.
To Make the Pastries
Preheat the oven to 200c fan.
Remove the pastry from the fridge and carefully unroll onto a baking tray lined with parchment (if the end of the pastry is a little still and doesn't want to unroll, leave it to warm up for 2 minutes).
Remove the custard from the fridge and transfer it to the bowl of a stand mixer fitted with the paddle attachment. Beat on high speed until smooth again. If you don't have a stand mixer, beat with a whisk until smooth.
Divide the dough into 6 squares using a pizza cutter (for me each square was 12.5cm).
In a cup, mix together the plant milk, oil, and syrup. This will be your ""egg wash"".
Using a pastry brush, apply a small amount of egg wash to the centre of each square.
Fold the corners of the square into the centre and push them down gently to stick.
Add a heaped tablespoon of custard to the centre of each pastry square. Follow with a peach half and push down gently to make sure the custard squeezes out further than the peach half.
Brush the pastry with the egg wash and place in the oven for 15-20 minutes or until the pastry is golden brown.
To Finish
Whisk together the icing sugar and plant milk until smooth and thick enough to drizzle off the whisk.
Drizzle the icing over the pastries.
Sprinkle the pistachios over the pastries before serving."
499,https://veganuary.com/recipes/ginger-cinnamon-cookies/,Ginger and Cinnamon Cookies,"60ml / 1/4 cup Nutty Bruce Activated Almond M*lk (or your preferred plant milk)
125ml / 1/2 cup vegetable or coconut oil
500g / 2 cups wholemeal flour
1 tsp baking soda
1 tbsp ground cinnamon
1 tbsp ground ginger
1/2 tsp salt
200g / 1 cup brown/coconut sugar","Method
Sift the dry ingredients (flour, baking soda, cinnamon, ginger, salt & sugar) into a bowl and mix together.
Add the wet ingredients (almond milk & oil) and mix together until combined to form a dough.
Roll out 12 balls of the dough and place on a lined baking sheet with plenty of space between them (they will spread a little).
Bake at 180 degrees for 10 minutes, then allow to cool on the tray."
609,https://veganuary.com/recipes/chilli-chocolate-orange-brownies/,Chilli Chocolate Orange Brownies,"2 tsp coconut oil (solid)
1 tin of black beans
8 dates, pitted and chopped
8 tbsp water
2 tbsp flax seeds
1 tsp vanilla extract (or fresh vanilla seeds)
2 tbsp agave nectar
Zest of one orange
Juice of half an orange
? tsp cayenne pepper
2 tsp baking powder
4 tbsp cocoa powder
2 tbsp cacao nibs
Himalayan pink salt to taste","Method
Heat the oven to 180C / 350F / Gas Mark 4.
Put the coconut oil into a ramekin and put this in the oven for 5 minutes, to melt.
Drain and thoroughly rinse the beans and put them into a mixing bowl. Add the dates. Combine the flax seeds with the water in a small bowl then add this as well.
Use an electronic hand blender or processor to combine the ingredients you have in the mixing bowl.
Dab a little of the cooled coconut oil into each muffin 'hole' to prevent the brownie mix from sticking (I do this by hand to avoid wasting any, but you could use a pastry brush). Add the remaining oil to the mixing bowl.
Stir in the remaining ingredients, except the salt.
Use a teaspoon and spatula to put an equal amount of the brownie mixture into each hole of the muffin tray, smooth the top down, and sprinkle a little salt on each.
Cook for 20 minutes. Once cooled, store in the fridge.
Hungry for more recipes like this? Sign up to Veganuary for our celebrity cookbook, meal plans, nutritional advice, recipes, and more - straight to your inbox. The best bit? It's 100% free!"
629,https://veganuary.com/recipes/chocolate-brownies/,Chocolate Brownies,"75 g dried pitted prunes
75 g Flora Freedom (or similar)
200 g golden caster sugar
2 tablespoons golden syrup
1 teaspoon vanilla essence
175 g plain flour
25 g cocoa powder
1 level teaspoon baking powder
100 ml soya milk
50 g dark chocolate, roughly chopped","Method
Preheat oven to 180 C, 160 C fan, Gas mark 4. Place prunes in a heatproof bowl, pour over 5 tablespoons of boiling water and leave to stand for 15-20 minutes. Liquidize the prune mixture using a hand blender until smooth and pour into a large mixing bowl. Sieve the flour into a bowl, then add the remaining ingredients, except the chocolate, and mix well together. Stir through half of the chocolate then spoon the mixture into a greased and lined 20cm square tin. Sprinkle the remaining chopped chocolate over the top and bake in preheated oven for 30 minutes until well risen. Check to see if your cake is cooked by inserting a skewer into the centre of each half. If it comes out clean, leave the cakes in the tins for 5 minutes before turning out and cooling on a wire rack. Cut into 16 squares."
649,https://veganuary.com/recipes/cherry-cheesecake/,Cherry Cheesecake,"225g vegan digestive biscuits, crushed
1/2 cup vegan margarine, melted
1 dessert spoon (2 teaspoons) of syrup
1 tub Bute Island Sheese Original Creamy or Tofutti Dairy-Free Cream Cheese
1 carton vegan whipped cream
1/4 cup caster sugar
Grated rind of one lemon (unwaxed)
1 tin black cherries","Preparation
Other things that you'll need:
Rolling pin and plastic food bag to crush the digestive biscuits
Large bowl
Whisk
Flan tin with removable bottom Method
1) Place the digestive biscuits in a strong plastic food bag and crush them with a rolling pin.
2) Mix the digestive biscuits, margarine and syrup together and put into a large flan tin with a removable bottom.
3) Pat the mixture down firmly to make a base.
4) Put the base in the fridge while making the filling.
5) Beat the dairy-free cream cheese until creamy (Beat until it holds soft peaks. These soft peaks should fold over when the whisk is lifted).
6) Add the whipped cream, sugar and lemon rind. Beat well.
7) Fill the tin with the mixture.
8) Decorate with the cherry pie filling.
9) Chill well before serving (minimum 3 hours, but ideally overnight).
Bring the cheesecake to room temperature before serving.
If you liked this dessert, check out this vegan lemon cheesecake too!"
719,https://veganuary.com/recipes/raw-spiced-apple-and-date-pie/,Raw Spiced Apple and Date Pie,"For the crust:
200g macadamia or cashew nuts
150g pecans or walnuts
50g dates
a large pinch of sea salt
For the filling:
150g dried apples, roughly chopped
480ml apple juice
375g apples (about 3 or 4)
1 tablespoon lemon juice
8 big fat dates (medjool are ace), soaked until soft
? teaspoon cinnamon
a large pinch of nutmeg
1 teaspoon vanilla extract
1 tablespoon maple syrup
a small pinch of sea salt
For the topping:
90g pecans or walnuts, finely chopped
4 big fat dates, finely chopped
? teaspoon vanilla extract
a large pinch of ground cinnamon","Preparation
Makes 8 - 10 big slices.
Method
Soak the dried apples in the apple juice for an hour. To make the crust, pulse all the ingredients in a blender until a rough crumble is formed. You will need to scrape down the sides with a spatula at least a couple of times. The crust is ready when it is sticky between your fingers - the fats will slowly be released as you blend the nuts. Gently press the crust down with your fingers into a shallow pie dish or plate roughly 23cm in diameter, with a loose bottom or springform action. Press down around the edge with a spoon to make it look neat and tidy, then pop into the fridge for 1 hour to firm up. To make the filling, drain the dried apples, which should now be soft and plump. Core and chop the fresh apples, leaving the peel on, and toss them in the lemon juice to stop them going brown. Put half the fresh apples into a blender with the dates, cinnamon, nutmeg, vanilla extract, maple syrup and salt, and pulse until well combined. Pour in a little of the apple juice from the dried apples if the filling is too thick. Add the rest of the fresh apples and dried apples, then spoon on to the pie crust and smooth out. To make the topping, mix together the pecans, dates and vanilla in a bowl and spread over the top of the pie to form a nice crust. Sprinkle with the cinnamon. Cover and place in the fridge for an hour to chill. Carefully slice and serve at room temperature"
739,https://veganuary.com/recipes/nakd-chocolate-mousse-pots/,Chocolate Mousse Pots,"For the chocolate mousse:
2 ripe avocados
8 tbsp cocoa powder
8 tbsp maple syrup or agave nectar
120ml dairy-free milk
For the topping:
4 N?kd Cocoa Delight bars
Edible flowers","Preparation
Serves 4
Method
Scoop the flesh out from the avocados and add to a blender, along with the cocoa powder, sweetener and milk. Blend until smooth and creamy.
Divide the mousse equally and spoon into your serving glasses. Leave in the fridge for at least 30 minutes before serving
Add the N?kd Cocoa Delight bars to a food processor and grind until it turns to rubble.
To serve, spoon the crumbled N?kd bars on top of the mousse pots and top with a few edible flowers."
749,https://veganuary.com/recipes/peanut-butter-chocolate-crispy-treats/,Peanut Butter Chocolate Crispy Treats,"1 box brown rice crisps cereal
1 3/4 cup brown rice syrup
Fine sea salt
3/4 cup a natural peanut butter
1/2 - ? cup grain-sweetened, non-dairy chocolate or carob chips","Method
Pour rice cereal into a large bowl.
Heat syrup with a pinch of salt in a saucepan over low heat. When syrup liquefies, add the peanut butter. Stir until well-combined, pour over rice cereal. Mix well with a wooden spoon.
Once thoroughly mixed and cooled to room temperature, stir in chocolate chips.
Pour the mixture into an 8-inch x 8-inch or 9-inch x 13-inch baking dish.
Wet wooden spoon lightly and press mixture evenly into pan.
Let cool for one hour before cutting into squares or bars.
By Allison Bailey."
759,https://veganuary.com/recipes/chocolate-pistachio-apricots/,Chocolate Pistachio Apricots,"5 Brazil nuts
5 dried apricots (use unsulphured)
50g very dark vegan chocolate
1T pistachios (raw not salted)
1/4t ground cardamom (if you cannot get this use cinnamon or ginger instead)","Method
Lay a piece of baking parchment on a flat surface
Melt the chocolate in a glass bowl in a pan of boiling water
Cut a slit in the top of each apricot
Push a brazil nut into it
Dip each apricot into the chocolate, dip the brazil nut end
Place on the parchment
Grind the pistachios in a pestle and mortar, add the cardamom and sprinkle
Allow to cool until the chocolate is completely solid"
1009,https://simple-veganista.com/orange-spice-hot-cocoa/,ORANGE & SPICE HOT CHOCOLATE,"3 cups unsweetened non-dairy milk
1 cup 100% pure orange juice
1/4 cup unsweetened cocoa powder
1/4 cup raw sugar, pure maple syrup or coconut nectar/sugar
1 teaspoon ground cinnamon
1/2 teaspoon ground ginger
pinch of salt
garnish options:
whipped coconut cream
sprinkle of cinnamon or cocoa powder
mini chocolate chips
shaved dark chocolate
orange zest
vegan marshmallows","Instructions In a small/medium saucepan, heat milk and orange juice over medium-low heat. Add cocoa, sugar, cinnamon, ginger and pinch of salt, stir until cocoa is completely dissolved. Turn heat to low to keep cocoa warm until ready to serve.
Serve in individual cups topped with any garnish you like. I added coconut cream, dusted with cocoa powder and topped with orange zest.
Serves 2 - 3
NOTES:
Feel free to use water in place of non-dairy milk or use a combo of water & milk equally 3 cups.
For the orange juice, use fresh squeezed or bottled (no pulp to medium pulp pref). If using fresh squeezed, you may like to strain the pulp before using.
Make your 1/4 cup of cocoa heaping if you like a little extra chocolate flavor."
